-2000	0.00081583	0	-0.000208619
-1989.99	0.000821046	0	-0.000210442
-1979.97	0.000826311	0	-0.000212287
-1969.96	0.000831616	0	-0.00021415
-1959.95	0.000836965	0	-0.000216033
-1949.94	0.00084236	0	-0.000217937
-1939.92	0.000847806	0	-0.000219864
-1929.91	0.000853293	0	-0.00022181
-1919.9	0.000858826	0	-0.000223778
-1909.89	0.000864407	0	-0.000225767
-1899.87	0.000870041	0	-0.000227781
-1889.86	0.000875718	0	-0.000229814
-1879.85	0.000881444	0	-0.00023187
-1869.84	0.000887219	0	-0.00023395
-1859.82	0.000893049	0	-0.000236054
-1849.81	0.000898925	0	-0.00023818
-1839.8	0.000904851	0	-0.00024033
-1829.79	0.000910828	0	-0.000242504
-1819.77	0.000916863	0	-0.000244705
-1809.76	0.000922945	0	-0.000246928
-1799.75	0.00092908	0	-0.000249177
-1789.74	0.000935269	0	-0.000251451
-1779.72	0.000941518	0	-0.000253753
-1769.71	0.000947816	0	-0.000256079
-1759.7	0.000954169	0	-0.000258431
-1749.69	0.000960578	0	-0.000260811
-1739.67	0.000967051	0	-0.00026322
-1729.66	0.000973574	0	-0.000265655
-1719.65	0.000980155	0	-0.000268117
-1709.64	0.000986794	0	-0.000270608
-1699.62	0.0009935	0	-0.00027313
-1689.61	0.00100026	0	-0.000275679
-1679.6	0.00100708	0	-0.000278258
-1669.59	0.00101396	0	-0.000280866
-1659.57	0.00102091	0	-0.000283508
-1649.56	0.00102791	0	-0.000286178
-1639.55	0.00103498	0	-0.000288879
-1629.54	0.00104211	0	-0.000291612
-1619.52	0.00104931	0	-0.00029438
-1609.51	0.00105657	0	-0.000297178
-1599.5	0.0010639	0	-0.000300009
-1589.49	0.00107129	0	-0.000302874
-1579.47	0.00107876	0	-0.000305775
-1569.46	0.00108629	0	-0.000308708
-1559.45	0.00109389	0	-0.000311676
-1549.44	0.00110156	0	-0.00031468
-1539.42	0.0011093	0	-0.000317723
-1529.41	0.00111711	0	-0.000320799
-1519.4	0.001125	0	-0.000323912
-1509.39	0.00113295	0	-0.000327063
-1499.37	0.00114099	0	-0.000330255
-1489.36	0.00114909	0	-0.000333483
-1479.35	0.00115727	0	-0.00033675
-1469.34	0.00116553	0	-0.000340057
-1459.32	0.00117387	0	-0.000343408
-1449.31	0.00118228	0	-0.000346796
-1439.3	0.00119077	0	-0.000350226
-1429.29	0.00119934	0	-0.000353698
-1419.27	0.001208	0	-0.000357216
-1409.26	0.00121673	0	-0.000360774
-1399.25	0.00122555	0	-0.000364377
-1389.24	0.00123445	0	-0.000368024
-1379.22	0.00124344	0	-0.00037172
-1369.21	0.00125251	0	-0.000375459
-1359.2	0.00126167	0	-0.000379244
-1349.19	0.00127091	0	-0.000383077
-1339.17	0.00128025	0	-0.000386962
-1329.16	0.00128968	0	-0.000390892
-1319.15	0.00129919	0	-0.000394871
-1309.14	0.00130879	0	-0.000398901
-1299.12	0.0013185	0	-0.000402986
-1289.11	0.00132829	0	-0.000407119
-1279.1	0.00133818	0	-0.000411305
-1269.09	0.00134817	0	-0.000415544
